,名称,カテゴリー,アドレス,アクセス,築年数,構造,階数,家賃,管理費,敷金,礼金,間取り,面積,URL
315,エクセリア徳丸II,賃貸アパート,東京都板橋区徳丸６,東武東上線/東武練馬駅 歩12分,新築,3階建,2階,15.7万円,5000円,-,15.7万円,3LDK,78.58m2,https://suumo.jp/chintai/jnc_000076956166/?bc=100309681471
318,東京メトロ有楽町線 地下鉄成増駅 2階建 築23年,賃貸テラス・タウンハウス,東京都練馬区旭町２,東京メトロ有楽町線/地下鉄成増駅 歩10分,築23年,2階建,1-2階,14万円,-,28万円,-,3LDK,76m2,https://suumo.jp/chintai/jnc_000043733704/?bc=100307963867
321,Kourt K2,賃貸マンション,東京都北区神谷２,東京メトロ南北線/志茂駅 歩14分,築18年,8階建,3階,14.5万円,-,14.5万円,14.5万円,3LDK,70.63m2,https://suumo.jp/chintai/jnc_000079149280/?bc=100309832712
324,成増１丁目住宅,賃貸テラス・タウンハウス,東京都板橋区成増１,東京メトロ有楽町線/地下鉄成増駅 歩7分,築34年,2階建,1-2階,16万円,-,32万円,16万円,3LDK,86m2,https://suumo.jp/chintai/jnc_000067626143/?bc=100309735112
327,パールハイム,賃貸マンション,東京都足立区谷中５,東京メトロ千代田線/北綾瀬駅 歩9分,築35年,3階建,1階,8万円,3000円,8万円,-,2LDK,51.23m2,https://suumo.jp/chintai/jnc_000073718452/?bc=100279718222
328,パールハイム,賃貸マンション,東京都足立区谷中５,東京メトロ千代田線/北綾瀬駅 歩9分,築35年,3階建,2階,8.2万円,3000円,8.2万円,-,2LDK,51m2,https://suumo.jp/chintai/jnc_000077460098/?bc=100300638004
329,パールハイム,賃貸マンション,東京都足立区谷中５,東京メトロ千代田線/北綾瀬駅 歩9分,築35年,3階建,3階,8.7万円,3000円,8.7万円,-,2LDK,54.27m2,https://suumo.jp/chintai/jnc_000075844481/?bc=100291307790
330,パールハイム,賃貸マンション,東京都足立区谷中５,東京メトロ千代田線/北綾瀬駅 歩9分,築35年,3階建,3階,9万円,3000円,9万円,-,2LDK,53.73m2,https://suumo.jp/chintai/jnc_000073718453/?bc=100279718220
339,アクティ東仲通り,賃貸マンション,東京都中央区勝どき４,都営大江戸線/勝どき駅 歩4分,築11年,8階建,3階,22.9万円,10000円,22.9万円,22.9万円,2LDK,59.16m2,https://suumo.jp/chintai/jnc_000075832536/?bc=100308456056
342,西武池袋線 大泉学園駅 2階建 築8年,賃貸テラス・タウンハウス,東京都練馬区東大泉１,西武池袋線/大泉学園駅 歩3分,築8年,2階建,2階,12.7万円,3000円,12.7万円,12.7万円,2LDK,56.31m2,https://suumo.jp/chintai/jnc_000079121069/?bc=100309727069
345,ウィステリアコートIII,賃貸アパート,東京都練馬区東大泉１,西武池袋線/大泉学園駅 歩3分,築8年,2階建,1-2階,12.7万円,3000円,12.7万円,12.7万円,2LDK,56.31m2,https://suumo.jp/chintai/jnc_000079111165/?bc=100309680729
348,ハビテーション２瀧之上,賃貸マンション,東京都板橋区赤塚新町３,東京メトロ副都心線/地下鉄成増駅 歩8分,築25年,3階建,2階,12万円,4000円,12万円,12万円,2LDK,56.06m2,https://suumo.jp/chintai/jnc_000038227496/?bc=100296334774
351,東京メトロ副都心線 地下鉄成増駅 3階建 築25年,賃貸マンション,東京都板橋区赤塚新町３,東京メトロ副都心線/地下鉄成増駅 歩8分,築25年,3階建,2階,12万円,4000円,12万円,12万円,2LDK,56.06m2,https://suumo.jp/chintai/jnc_000076640825/?bc=100292744046
354,Ｇｒｅｅｎ Ｌｅａｖｅｓ,賃貸マンション,東京都杉並区松庵１,ＪＲ総武線/西荻窪駅 歩16分,築2年,2階建,1階,18万円,5000円,18万円,36万円,3LDK,58.36m2,https://suumo.jp/chintai/jnc_000077537103/?bc=100301112282
357,メトロステージ一ツ家,賃貸マンション,東京都足立区一ツ家３,つくばエクスプレス/六町駅 歩14分,築20年,5階建,2階,10.9万円,5000円,-,5.45万円,2LDK,59.4m2,https://suumo.jp/chintai/jnc_000079121117/?bc=100309681613
360,都営三田線 西台駅 7階建 築34年,賃貸マンション,東京都板橋区高島平９,都営三田線/西台駅 歩7分,築34年,7階建,4階,9.6万円,8000円,9.6万円,9.6万円,2LDK,55m2,https://suumo.jp/chintai/jnc_000078178598/?bc=100304406492
363,メゾン・シャルム,賃貸マンション,東京都江東区大島１,東京メトロ半蔵門線/住吉駅 歩9分,築22年,12階建,6階,17.1万円,15000円,17.1万円,17.1万円,2LDK,67.05m2,https://suumo.jp/chintai/jnc_000078694069/?bc=100304800589
364,メゾン・シャルム,賃貸マンション,東京都江東区大島１,東京メトロ半蔵門線/住吉駅 歩9分,築22年,12階建,7階,17.5万円,15000円,17.5万円,26.25万円,3LDK,67.07m2,https://suumo.jp/chintai/jnc_000079037122/?bc=100309335216
365,メゾン・シャルム,賃貸マンション,東京都江東区大島１,東京メトロ半蔵門線/住吉駅 歩9分,築22年,12階建,6階,17.7万円,15000円,17.7万円,26.55万円,2LDK,67.05m2,https://suumo.jp/chintai/jnc_000078237052/?bc=100304794986
366,メゾン・シャルム,賃貸マンション,東京都江東区大島１,東京メトロ半蔵門線/住吉駅 歩9分,築22年,12階建,11階,21.2万円,15000円,21.2万円,42.4万円,3LDK,87.97m2,https://suumo.jp/chintai/jnc_000079050364/?bc=100309511192
375,メープルトヨタ,賃貸マンション,東京都墨田区東向島４,東武伊勢崎線/東向島駅 歩7分,築32年,8階建,5階,14.4万円,8000円,14.4万円,14.4万円,3DK,51.71m2,https://suumo.jp/chintai/jnc_000079120417/?bc=100309699146
378,東武伊勢崎線 東向島駅 8階建 築32年,賃貸マンション,東京都墨田区東向島４,東武伊勢崎線/東向島駅 歩7分,築32年,8階建,5階,14.4万円,8000円,14.4万円,14.4万円,3LDK,51.71m2,https://suumo.jp/chintai/jnc_000079110689/?bc=100309645003
381,Ｙ’ｓ　Ｈｏｕｓｅ,賃貸マンション,東京都板橋区蓮根３,都営三田線/西台駅 歩9分,築3年,5階建,3階,12.5万円,10000円,12.5万円,18.75万円,1SLDK,57.76m2,https://suumo.jp/chintai/jnc_000079128136/?bc=100309705542
384,ガーデンコート碌山,賃貸マンション,東京都北区志茂２,東京メトロ南北線/志茂駅 歩5分,築30年,地下1地上6階建,1階,13.5万円,10000円,13.5万円,13.5万円,2LDK,53.29m2,https://suumo.jp/chintai/jnc_000041021553/?bc=100282316138
385,ガーデンコート碌山,賃貸マンション,東京都北区志茂２,東京メトロ南北線/志茂駅 歩5分,築30年,地下1地上6階建,2階,13.6万円,10000円,13.6万円,13.6万円,2LDK,53.29m2,https://suumo.jp/chintai/jnc_000075484702/?bc=100298700641
386,ガーデンコート碌山,賃貸マンション,東京都北区志茂２,東京メトロ南北線/志茂駅 歩5分,築30年,地下1地上6階建,2階,13.6万円,10000円,13.6万円,13.6万円,3DK,53.04m2,https://suumo.jp/chintai/jnc_000077468504/?bc=100300953116
387,ガーデンコート碌山,賃貸マンション,東京都北区志茂２,東京メトロ南北線/志茂駅 歩5分,築30年,地下1地上6階建,3階,13.8万円,10000円,13.8万円,13.8万円,3DK,53.21m2,https://suumo.jp/chintai/jnc_000078286435/?bc=100305082164
396,ソライエアイル練馬北町,賃貸マンション,東京都練馬区北町３,東京メトロ有楽町線/地下鉄赤塚駅 歩7分,築3年,6階建,6階,18.3万円,15000円,18.3万円,18.3万円,2LDK,58.42m2,https://suumo.jp/chintai/jnc_000079134000/?bc=100184273743
399,ルーブル下赤塚,賃貸マンション,東京都板橋区徳丸４,東武東上線/下赤塚駅 歩10分,新築,6階建,3階,14.4万円,14000円,-,14.4万円,2LDK,55.93m2,https://suumo.jp/chintai/jnc_000077651332/?bc=100301896540
402,パークアクシス辰巳ステージ,賃貸マンション,東京都江東区辰巳２,東京メトロ有楽町線/辰巳駅 歩6分,築15年,13階建,10階,20.1万円,12000円,20.1万円,20.1万円,2LDK,58.55m2,https://suumo.jp/chintai/jnc_000078669446/?bc=100307103334
403,パークアクシス辰巳ステージ,賃貸マンション,東京都江東区辰巳２,東京メトロ有楽町線/辰巳駅 歩6分,築15年,13階建,3階,20.9万円,12000円,20.9万円,20.9万円,2LDK,62.96m2,https://suumo.jp/chintai/jnc_000078669447/?bc=100307102826
404,パークアクシス辰巳ステージ,賃貸マンション,東京都江東区辰巳２,東京メトロ有楽町線/辰巳駅 歩6分,築15年,13階建,5階,21.2万円,12000円,21.2万円,21.2万円,2LDK,62.96m2,https://suumo.jp/chintai/jnc_000079115232/?bc=100309715334
405,パークアクシス辰巳ステージ,賃貸マンション,東京都江東区辰巳２,東京メトロ有楽町線/辰巳駅 歩6分,築15年,13階建,11階,21.9万円,15000円,21.9万円,21.9万円,3LDK,71.64m2,https://suumo.jp/chintai/jnc_000078540450/?bc=100306291130
406,パークアクシス辰巳ステージ,賃貸マンション,東京都江東区辰巳２,東京メトロ有楽町線/辰巳駅 歩6分,築15年,13階建,3階,23万円,15000円,23万円,23万円,3LDK,80.06m2,https://suumo.jp/chintai/jnc_000075969673/?bc=100304619110
407,パークアクシス辰巳ステージ,賃貸マンション,東京都江東区辰巳２,東京メトロ有楽町線/辰巳駅 歩6分,築15年,13階建,7階,23.3万円,15000円,23.3万円,23.3万円,3LDK,80.06m2,https://suumo.jp/chintai/jnc_000078189206/?bc=100304451893
420,Laule’a Court(ラウレア　コート),賃貸マンション,東京都練馬区高野台２,西武池袋線/練馬高野台駅 歩10分,築6年,3階建,3階,13.5万円,12500円,13.5万円,13.5万円,2LDK,55.59m2,https://suumo.jp/chintai/jnc_000079149318/?bc=100309838914
423,ラーバンヤマミツ,賃貸マンション,東京都板橋区赤塚１,東武東上線/下赤塚駅 歩8分,築35年,5階建,4階,10.5万円,-,10.5万円,10.5万円,3DK,58.32m2,https://suumo.jp/chintai/jnc_000043533715/?bc=100307919440
424,ラーバンヤマミツ,賃貸マンション,東京都板橋区赤塚１,東武東上線/下赤塚駅 歩8分,築35年,5階建,1階,10.5万円,-,10.5万円,10.5万円,3DK,55m2,https://suumo.jp/chintai/jnc_000013494852/?bc=100305131786
429,Kolet瑞江#06,賃貸一戸建て,東京都江戸川区東瑞江２,都営新宿線/瑞江駅 歩14分,新築,3階建,1階,24.4万円,-,24.4万円,24.4万円,3SLDK,93.66m2,https://suumo.jp/chintai/jnc_000079144842/?bc=100309561869
430,Kolet瑞江#06,賃貸一戸建て,東京都江戸川区東瑞江２,都営新宿線/瑞江駅 歩14分,新築,3階建,1-3階,24.4万円,-,24.4万円,24.4万円,3SLDK,93.66m2,https://suumo.jp/chintai/jnc_000079144843/?bc=100309697742
431,Kolet瑞江#06,賃貸一戸建て,東京都江戸川区東瑞江２,都営新宿線/瑞江駅 歩14分,新築,3階建,1階,24.4万円,-,24.4万円,24.4万円,3SLDK,93.66m2,https://suumo.jp/chintai/jnc_000079144844/?bc=100309626022
438,カーサビアンカ,賃貸マンション,東京都練馬区中村２,西武池袋線/中村橋駅 歩10分,築10年,3階建,3階,21.8万円,5000円,21.8万円,32.7万円,3LDK,117.68m2,https://suumo.jp/chintai/jnc_000079006905/?bc=100309055585
441,東武東上線 下赤塚駅 6階建 築34年,賃貸マンション,東京都板橋区赤塚７,東武東上線/下赤塚駅 歩6分,築34年,6階建,3階,11.2万円,7000円,11.2万円,-,3DK,54m2,https://suumo.jp/chintai/jnc_000061646694/?bc=100297000989
444,レジデンスシャルマン月島,賃貸マンション,東京都中央区月島３,都営大江戸線/勝どき駅 歩4分,築19年,地下1地上10階建,3階,17.6万円,14000円,17.6万円,-,2DK,57.98m2,https://suumo.jp/chintai/jnc_000070756014/?bc=100306464840
445,レジデンスシャルマン月島,賃貸マンション,東京都中央区月島３,都営大江戸線/勝どき駅 歩4分,築19年,地下1地上10階建,4階,17.6万円,14000円,17.6万円,-,2DK,57.98m2,https://suumo.jp/chintai/jnc_000064962908/?bc=100231634620
446,レジデンスシャルマン月島,賃貸マンション,東京都中央区月島３,都営大江戸線/勝どき駅 歩4分,築19年,地下1地上10階建,8階,18.2万円,14000円,18.2万円,-,2DK,59.64m2,https://suumo.jp/chintai/jnc_000078432266/?bc=100305786721
453,安藤様戸建,賃貸一戸建て,東京都杉並区浜田山４,京王井の頭線/浜田山駅 歩10分,築40年,2階建,1-2階,17.5万円,-,17.5万円,17.5万円,6DK,92.34m2,https://suumo.jp/chintai/jnc_000036354983/?bc=100284598561
456,アーバネックス秋葉原EASTII,賃貸マンション,東京都台東区鳥越１,都営大江戸線/新御徒町駅 歩5分,築8年,13階建,13階,23万円,15000円,23万円,-,2LDK,50.05m2,https://suumo.jp/chintai/jnc_000078195149/?bc=100202558111
459,ステラパーク,賃貸アパート,東京都板橋区赤塚４,都営三田線/西高島平駅 歩11分,築22年,2階建,1階,11.1万円,5000円,-,11.1万円,2LDK,60.89m2,https://suumo.jp/chintai/jnc_000078231148/?bc=100304973941
460,ステラパーク,賃貸アパート,東京都板橋区赤塚４,都営三田線/西高島平駅 歩11分,築22年,2階建,1階,11.1万円,5000円,-,11.1万円,2LDK,60.61m2,https://suumo.jp/chintai/jnc_000078231147/?bc=100304939204
465,都営三田線 西高島平駅 2階建 築22年,賃貸アパート,東京都板橋区赤塚４,都営三田線/西高島平駅 歩11分,築22年,2階建,1階,11.1万円,5000円,-,11.1万円,2LDK,60.89m2,https://suumo.jp/chintai/jnc_000078231150/?bc=100304686537
466,都営三田線 西高島平駅 2階建 築22年,賃貸アパート,東京都板橋区赤塚４,都営三田線/西高島平駅 歩11分,築22年,2階建,1階,11.1万円,5000円,-,11.1万円,2LDK,60.61m2,https://suumo.jp/chintai/jnc_000078231149/?bc=100304686682
471,スカイグランデ京成小岩,賃貸マンション,東京都江戸川区北小岩２,京成本線/京成小岩駅 歩1分,築33年,14階建,11階,12.1万円,5000円,12.1万円,12.1万円,2LDK,52.17m2,https://suumo.jp/chintai/jnc_000058423788/?bc=100309750031
474,Kolet本蓮沼,賃貸一戸建て,東京都板橋区大原町,都営三田線/本蓮沼駅 歩5分,新築,2階建,1-2階,23.8万円,-,23.8万円,23.8万円,4LDK,89.73m2,https://suumo.jp/chintai/jnc_000079064085/?bc=100309343687
475,Kolet本蓮沼,賃貸一戸建て,東京都板橋区大原町,都営三田線/本蓮沼駅 歩5分,新築,2階建,1-2階,23.8万円,-,23.8万円,23.8万円,2SLDK,89.73m2,https://suumo.jp/chintai/jnc_000079081415/?bc=100309719588
476,Kolet本蓮沼,賃貸一戸建て,東京都板橋区大原町,都営三田線/本蓮沼駅 歩5分,新築,2階建,1階,23.8万円,-,23.8万円,23.8万円,2SLDK,89.73m2,https://suumo.jp/chintai/jnc_000079081417/?bc=100309493796
483,西武新宿線 井荻駅 3階建 築9年,賃貸アパート,東京都練馬区南田中１,西武新宿線/井荻駅 歩11分,築9年,3階建,2階,14.3万円,9000円,-,14.3万円,2LDK,55.28m2,https://suumo.jp/chintai/jnc_000079121070/?bc=100309690440
484,西武新宿線 井荻駅 3階建 築9年,賃貸アパート,東京都練馬区南田中１,西武新宿線/井荻駅 歩11分,築9年,3階建,2階,14.3万円,9500円,-,14.3万円,2LDK,55.28m2,https://suumo.jp/chintai/jnc_000079121071/?bc=100309687718
489,プレミーナコート,賃貸アパート,東京都練馬区南田中１,西武新宿線/井荻駅 歩11分,築9年,3階建,2階,14.3万円,9500円,-,14.3万円,2LDK,55.28m2,https://suumo.jp/chintai/jnc_000079111169/?bc=100260439343
492,Court Pinetail,賃貸アパート,東京都北区堀船３,東京メトロ南北線/王子駅 歩15分,築15年,3階建,2-3階,11.8万円,2000円,11.8万円,11.8万円,2LDK,59.83m2,https://suumo.jp/chintai/jnc_000062295327/?bc=100309834921
495,東京メトロ有楽町線 地下鉄成増駅 5階建 築26年,賃貸マンション,東京都板橋区成増４,東京メトロ有楽町線/地下鉄成増駅 歩13分,築26年,5階建,5階,13.5万円,5000円,13.5万円,13.5万円,3DK,59.3m2,https://suumo.jp/chintai/jnc_000077122097/?bc=100298819173
498,本田様邸,賃貸一戸建て,東京都練馬区石神井町７,西武池袋線/石神井公園駅 歩11分,築32年,2階建,1階,19.5万円,-,19.5万円,19.5万円,4LDK,118.83m2,https://suumo.jp/chintai/jnc_000076746494/?bc=100309681414
501,パークアクシス滝野川,賃貸マンション,東京都北区滝野川３,都営三田線/西巣鴨駅 歩9分,築16年,7階建,2階,16.8万円,10000円,16.8万円,16.8万円,1SLDK,50.29m2,https://suumo.jp/chintai/jnc_000078749421/?bc=100307570572
502,パークアクシス滝野川,賃貸マンション,東京都北区滝野川３,都営三田線/西巣鴨駅 歩9分,築16年,7階建,6階,18.9万円,10000円,18.9万円,18.9万円,2LDK,50.29m2,https://suumo.jp/chintai/jnc_000079038026/?bc=100309291724
503,パークアクシス滝野川,賃貸マンション,東京都北区滝野川３,都営三田線/西巣鴨駅 歩9分,築16年,7階建,7階,19.9万円,10000円,19.9万円,19.9万円,2LDK,55.64m2,https://suumo.jp/chintai/jnc_000078398744/?bc=100302268929
510,京王線 桜上水駅 2階建 築2年,賃貸テラス・タウンハウス,東京都杉並区下高井戸３,京王線/桜上水駅 歩8分,築2年,2階建,2階,15万円,3000円,15万円,15万円,2LDK,54.66m2,https://suumo.jp/chintai/jnc_000079057032/?bc=100284687654
513,エムズ両国亀沢,賃貸マンション,東京都墨田区亀沢２,都営大江戸線/両国駅 歩6分,築6年,7階建,7階,19万円,10500円,-,19万円,1SLDK,52.3m2,https://suumo.jp/chintai/jnc_000078914707/?bc=100309601950
516,ドゥーエ成増,賃貸マンション,東京都板橋区成増３,東武東上線/成増駅 歩10分,新築,4階建,B1階,17.1万円,10000円,17.1万円,-,2LDK,58.5m2,https://suumo.jp/chintai/jnc_000078776182/?bc=100299665263
517,ドゥーエ成増,賃貸マンション,東京都板橋区成増３,東武東上線/成増駅 歩10分,新築,4階建,B1階,17.1万円,10000円,17.1万円,-,2LDK,55.21m2,https://suumo.jp/chintai/jnc_000078776190/?bc=100299888453
518,ドゥーエ成増,賃貸マンション,東京都板橋区成増３,東武東上線/成増駅 歩10分,新築,4階建,2階,18万円,10000円,18万円,-,2LDK,55.82m2,https://suumo.jp/chintai/jnc_000078776198/?bc=100304600113
